Packet,Timestamp_sec,Timestamp_nsec,AnomalyType,Force,Position,Temperature
758,1748508088,331956000,PositionalError,10.361,5.069,25.203
759,1748508088,336690000,PositionalError,11.318,5.535,24.961
760,1748508088,341392000,TempSpike,9.101,4.234,32.632
760,1748508088,341392000,PositionalError,9.101,4.234,32.632
761,1748508088,346278000,PositionalError,10.106,5.320,24.941
762,1748508088,352122000,ForceSpike,18.188,5.136,25.364
762,1748508088,352122000,PositionalError,18.188,5.136,25.364
763,1748508088,357163000,PositionalError,9.317,5.523,24.656
764,1748508088,361883000,PositionalError,8.145,5.791,24.908
765,1748508088,366775000,PositionalError,8.981,4.205,25.306
766,1748508088,371487000,PositionalError,10.337,4.868,25.359
767,1748508088,376201000,PositionalError,8.719,4.495,24.540
768,1748508088,382044000,PositionalError,10.809,5.282,24.938
769,1748508088,386779000,ForceSpike,18.726,4.399,24.751
769,1748508088,386779000,PositionalError,18.726,4.399,24.751
770,1748508088,391653000,PositionalError,9.737,5.689,25.193
771,1748508088,396310000,PositionalError,8.913,5.264,25.445
772,1748508088,402167000,PositionalError,9.989,5.611,25.191
773,1748508088,406897000,TempSpike,10.746,4.964,35.764
773,1748508088,406897000,PositionalError,10.746,4.964,35.764
774,1748508088,411752000,PositionalError,8.766,4.080,24.591
775,1748508088,416588000,TempSpike,8.629,4.186,35.672
775,1748508088,416588000,PositionalError,8.629,4.186,35.672
776,1748508088,421539000,PositionalError,8.884,5.801,24.814
777,1748508088,426294000,PositionalError,9.533,4.572,24.979
778,1748508088,431242000,PositionalError,11.272,5.331,24.951
779,1748508088,436186000,TempSpike,11.865,5.007,34.987
779,1748508088,436186000,PositionalError,11.865,5.007,34.987
780,1748508088,442140000,PositionalError,11.438,4.904,24.558
781,1748508088,446850000,PositionalError,8.277,5.985,25.185
782,1748508088,451584000,PositionalError,8.104,5.024,25.435
783,1748508088,456612000,PositionalError,8.023,4.718,25.111
784,1748508088,461309000,PositionalError,8.521,5.347,25.155
785,1748508088,467171000,PositionalError,9.904,4.493,24.577
786,1748508088,471968000,PositionalError,11.691,4.784,24.695
787,1748508088,476715000,PositionalError,10.671,4.045,24.524
788,1748508088,481379000,PositionalError,11.861,4.906,24.748
789,1748508088,487243000,PositionalError,10.700,4.792,25.167
790,1748508088,492036000,PositionalError,8.039,4.977,24.717
792,1748508088,501494000,PositionalError,10.563,5.735,24.940
793,1748508088,506334000,TempSpike,10.584,4.374,35.207
793,1748508088,506334000,PositionalError,10.584,4.374,35.207
794,1748508088,512325000,PositionalError,10.216,5.000,25.496
795,1748508088,515963000,PositionalError,9.530,5.451,24.796
796,1748508088,521809000,PositionalError,9.341,4.512,25.249
797,1748508088,526714000,PositionalError,8.480,5.347,25.232
798,1748508088,531490000,PositionalError,10.966,5.218,25.409
799,1748508088,536324000,PositionalError,9.378,5.706,24.607
800,1748508088,542193000,PositionalError,9.521,5.305,25.256
801,1748508088,546140000,PositionalError,10.602,4.841,24.890
802,1748508088,552024000,PositionalError,11.358,4.006,25.273
803,1748508088,556762000,PositionalError,11.497,5.079,24.870
804,1748508088,561490000,PositionalError,10.045,4.213,24.732
805,1748508088,566271000,PositionalError,10.700,5.660,24.960
806,1748508088,572103000,PositionalError,11.652,4.380,24.567
807,1748508088,576845000,PositionalError,10.158,5.234,25.347
808,1748508088,581800000,TempSpike,10.001,5.220,31.592
808,1748508088,581800000,PositionalError,10.001,5.220,31.592
809,1748508088,586696000,PositionalError,8.806,4.106,25.171
810,1748508088,591438000,PositionalError,11.830,5.467,24.910
811,1748508088,597364000,ForceSpike,16.145,4.694,25.042
811,1748508088,597364000,PositionalError,16.145,4.694,25.042
812,1748508088,601608000,PositionalError,8.396,4.457,24.802
813,1748508088,606349000,PositionalError,11.788,5.825,25.389
814,1748508088,611811000,PositionalError,9.467,5.789,25.111
815,1748508088,616935000,PositionalError,8.787,5.898,24.565
816,1748508088,621716000,ForceSpike,18.869,4.306,24.627
816,1748508088,621716000,PositionalError,18.869,4.306,24.627
817,1748508088,626653000,PositionalError,9.422,5.838,24.953
818,1748508088,631455000,PositionalError,8.865,4.485,25.093
819,1748508088,637373000,PositionalError,11.025,5.307,25.238
820,1748508088,641842000,PositionalError,10.986,5.796,25.428
821,1748508088,646563000,PositionalError,11.639,5.986,25.399
822,1748508088,651478000,PositionalError,10.733,5.543,24.811
823,1748508088,656197000,PositionalError,8.303,4.382,24.806
824,1748508088,662216000,PositionalError,9.722,4.630,24.797
825,1748508088,666903000,PositionalError,11.503,5.883,25.075
826,1748508088,671820000,PositionalError,8.548,4.370,24.960
827,1748508088,676639000,PositionalError,8.201,5.616,24.710
828,1748508088,681233000,PositionalError,9.403,4.526,25.207
830,1748508088,691996000,PositionalError,8.880,5.610,25.182
831,1748508088,696678000,PositionalError,8.251,4.247,24.821
832,1748508088,701351000,PositionalError,9.650,4.440,25.418
833,1748508088,706022000,PositionalError,9.892,4.987,24.702
834,1748508088,711861000,PositionalError,8.690,4.829,25.184
835,1748508088,716637000,TempSpike,8.650,4.478,34.920
835,1748508088,716637000,PositionalError,8.650,4.478,34.920
836,1748508088,721497000,PositionalError,8.534,5.599,24.649
837,1748508088,726247000,PositionalError,9.420,4.502,25.257
838,1748508088,732117000,ForceSpike,16.323,4.974,24.588
838,1748508088,732117000,PositionalError,16.323,4.974,24.588
840,1748508088,741689000,PositionalError,8.491,4.604,25.373
841,1748508088,746442000,PositionalError,11.872,4.621,25.003
842,1748508088,752265000,PositionalError,9.456,5.676,25.161
843,1748508088,756979000,PositionalError,9.889,4.659,24.671
844,1748508088,761709000,PositionalError,8.062,4.801,24.754
846,1748508088,770869000,PositionalError,8.596,4.313,25.354
847,1748508088,776704000,PositionalError,8.208,5.738,25.448
848,1748508088,781485000,PositionalError,8.106,5.533,24.766
849,1748508088,786221000,PositionalError,10.360,5.452,24.953
850,1748508088,792183000,PositionalError,11.981,4.115,25.110
851,1748508088,797155000,PositionalError,10.256,5.841,25.336
852,1748508088,801872000,PositionalError,10.177,5.402,24.732
854,1748508088,812119000,PositionalError,8.488,4.774,24.656
855,1748508088,816863000,PositionalError,8.803,5.522,24.922
856,1748508088,821582000,TempSpike,10.866,4.798,33.389
856,1748508088,821582000,PositionalError,10.866,4.798,33.389
857,1748508088,826407000,PositionalError,11.538,4.533,24.506
858,1748508088,831381000,PositionalError,9.398,5.182,24.743
859,1748508088,836152000,TempSpike,9.153,5.304,35.975
859,1748508088,836152000,PositionalError,9.153,5.304,35.975
860,1748508088,842194000,PositionalError,9.167,4.121,25.236
861,1748508088,847149000,PositionalError,11.587,4.891,24.882
862,1748508088,851905000,PositionalError,9.252,5.453,25.466
863,1748508088,856629000,PositionalError,11.599,4.647,25.039
865,1748508088,867081000,PositionalError,9.309,4.474,24.858
866,1748508088,871826000,PositionalError,10.927,4.865,25.076
867,1748508088,876541000,PositionalError,9.510,5.797,25.418
868,1748508088,881256000,PositionalError,8.226,4.204,25.023
869,1748508088,887097000,PositionalError,11.289,4.765,24.937
870,1748508088,891766000,PositionalError,11.693,5.151,25.114
871,1748508088,896464000,PositionalError,9.543,4.904,25.326
872,1748508088,901435000,PositionalError,11.312,5.801,25.303
873,1748508088,907307000,PositionalError,11.276,5.022,25.455
874,1748508088,912019000,ForceSpike,19.749,6.000,25.258
874,1748508088,912019000,PositionalError,19.749,6.000,25.258
875,1748508088,916894000,PositionalError,10.414,4.833,24.761
876,1748508088,921969000,PositionalError,11.331,4.258,24.904
877,1748508088,926759000,PositionalError,9.662,4.819,24.670
878,1748508088,931210000,PositionalError,9.869,4.547,25.161
879,1748508088,936276000,PositionalError,9.784,4.241,25.499
880,1748508088,953363000,PositionalError,11.559,5.051,25.335
881,1748508088,953374000,PositionalError,9.525,5.789,24.919
882,1748508088,953376000,PositionalError,11.446,5.057,24.956
883,1748508088,982741000,PositionalError,8.813,4.091,25.028
884,1748508088,982762000,TempSpike,9.620,5.105,35.680
884,1748508088,982762000,PositionalError,9.620,5.105,35.680
885,1748508088,982767000,PositionalError,11.209,5.755,25.150
886,1748508088,982902000,PositionalError,10.256,4.630,25.476
887,1748508088,982906000,PositionalError,10.543,4.398,24.821
888,1748508088,982907000,PositionalError,10.304,5.250,25.275
889,1748508088,986429000,PositionalError,8.283,4.963,24.906
890,1748508088,991927000,PositionalError,11.549,4.049,24.737
891,1748508088,996391000,PositionalError,11.498,5.627,25.164
892,1748508089,1405000,PositionalError,8.936,4.442,25.195
893,1748508089,6739000,PositionalError,8.821,5.213,24.699
894,1748508089,11447000,PositionalError,11.049,5.210,25.423
895,1748508089,17283000,PositionalError,8.395,5.295,24.640
896,1748508089,21981000,PositionalError,9.454,5.724,24.699
897,1748508089,26709000,TempSpike,9.609,5.505,33.801
897,1748508089,26709000,PositionalError,9.609,5.505,33.801
898,1748508089,31541000,PositionalError,11.278,5.035,24.993
899,1748508089,36223000,PositionalError,9.254,4.898,25.318
900,1748508089,42098000,PositionalError,8.810,5.752,24.996
901,1748508089,46945000,PositionalError,9.985,4.433,24.898
903,1748508089,56290000,TempSpike,9.542,5.423,35.679
903,1748508089,56290000,PositionalError,9.542,5.423,35.679
904,1748508089,62239000,PositionalError,11.250,5.744,24.591
905,1748508089,66954000,PositionalError,11.644,4.252,24.802
906,1748508089,71662000,PositionalError,9.836,4.311,24.817
907,1748508089,76347000,PositionalError,11.153,4.408,24.586
909,1748508089,86847000,PositionalError,9.948,5.308,24.759
910,1748508089,91574000,TempSpike,11.334,4.770,35.840
910,1748508089,91574000,PositionalError,11.334,4.770,35.840
911,1748508089,96416000,PositionalError,10.427,5.169,24.903
912,1748508089,102236000,TempSpike,11.638,5.348,31.788
912,1748508089,102236000,PositionalError,11.638,5.348,31.788
913,1748508089,107031000,PositionalError,11.052,5.014,25.450
914,1748508089,111683000,PositionalError,9.070,4.492,24.608
915,1748508089,116415000,PositionalError,10.401,5.643,24.929
916,1748508089,122246000,PositionalError,10.318,4.236,24.887
917,1748508089,126899000,PositionalError,9.897,4.678,24.685
918,1748508089,131580000,PositionalError,11.919,5.328,25.166
919,1748508089,136254000,PositionalError,10.745,4.691,25.144
920,1748508089,141822000,PositionalError,11.694,4.913,24.941
921,1748508089,146588000,PositionalError,9.176,5.070,25.284
922,1748508089,151318000,PositionalError,11.445,4.059,25.454
923,1748508089,156076000,ForceSpike,20.165,4.257,25.353
923,1748508089,156076000,PositionalError,20.165,4.257,25.353
924,1748508089,161981000,PositionalError,11.378,5.068,25.271
925,1748508089,166692000,PositionalError,11.276,4.401,24.814
926,1748508089,171440000,PositionalError,11.507,5.062,24.910
927,1748508089,177283000,PositionalError,9.916,4.255,24.712
928,1748508089,181979000,TempSpike,10.935,5.485,32.284
928,1748508089,181979000,PositionalError,10.935,5.485,32.284
929,1748508089,186323000,PositionalError,9.958,4.981,24.548
930,1748508089,192177000,PositionalError,10.283,4.461,24.921
931,1748508089,196893000,PositionalError,11.816,4.407,25.323
933,1748508089,206247000,PositionalError,11.303,5.810,24.970
934,1748508089,212027000,ForceSpike,17.080,4.334,25.119
934,1748508089,212027000,PositionalError,17.080,4.334,25.119
935,1748508089,216827000,PositionalError,10.910,5.735,25.353
936,1748508089,221592000,TempSpike,10.577,4.698,35.437
936,1748508089,221592000,PositionalError,10.577,4.698,35.437
937,1748508089,226485000,PositionalError,10.668,4.463,24.773
938,1748508089,232411000,PositionalError,11.703,5.127,25.133
939,1748508089,237052000,PositionalError,9.921,5.520,25.025
940,1748508089,241781000,PositionalError,11.899,4.136,25.149
942,1748508089,251266000,PositionalError,10.916,4.459,25.179
943,1748508089,257134000,ForceSpike,19.292,5.037,25.113
943,1748508089,257134000,PositionalError,19.292,5.037,25.113
945,1748508089,266716000,ForceSpike,20.148,4.566,24.964
945,1748508089,266716000,PositionalError,20.148,4.566,24.964
946,1748508089,271502000,PositionalError,8.214,5.961,24.934
947,1748508089,276277000,PositionalError,8.186,5.716,25.179
948,1748508089,282114000,PositionalError,10.330,4.368,25.376
949,1748508089,286874000,PositionalError,9.572,4.862,24.943
950,1748508089,291579000,PositionalError,8.756,4.677,24.514
951,1748508089,296306000,PositionalError,11.984,4.648,24.781
952,1748508089,302182000,PositionalError,9.230,5.273,25.220
953,1748508089,306900000,PositionalError,10.943,4.238,24.697
954,1748508089,311584000,PositionalError,9.204,5.323,25.175
955,1748508089,316282000,PositionalError,10.356,4.937,24.835
956,1748508089,322089000,PositionalError,11.480,4.840,24.547
957,1748508089,326820000,PositionalError,8.852,5.437,24.667
958,1748508089,331536000,PositionalError,8.825,4.667,25.148
959,1748508089,336288000,ForceSpike,17.491,4.336,25.200
959,1748508089,336288000,PositionalError,17.491,4.336,25.200
960,1748508089,342286000,PositionalError,11.411,5.068,25.345
961,1748508089,345874000,PositionalError,9.956,5.038,24.629
962,1748508089,351798000,PositionalError,11.876,5.757,25.459
963,1748508089,356499000,PositionalError,11.850,5.191,25.077
964,1748508089,362326000,PositionalError,10.952,4.757,25.017
965,1748508089,367187000,TempSpike,9.807,5.776,35.895
965,1748508089,367187000,PositionalError,9.807,5.776,35.895
966,1748508089,372237000,PositionalError,8.580,5.498,25.062
967,1748508089,376965000,PositionalError,8.131,4.344,24.701
968,1748508089,381752000,PositionalError,11.762,4.714,24.902
969,1748508089,386534000,PositionalError,10.776,4.038,25.253
970,1748508089,391300000,PositionalError,9.656,4.835,25.130
971,1748508089,397199000,PositionalError,10.698,4.038,25.197
972,1748508089,401988000,PositionalError,9.310,5.907,25.274
973,1748508089,406804000,PositionalError,8.651,5.417,24.743
974,1748508089,411586000,TempSpike,8.038,5.175,35.641
974,1748508089,411586000,PositionalError,8.038,5.175,35.641
975,1748508089,416615000,PositionalError,8.993,4.523,25.434
977,1748508089,427193000,PositionalError,8.481,5.388,24.842
978,1748508089,432034000,PositionalError,11.057,5.533,24.519
979,1748508089,436839000,PositionalError,10.877,4.742,25.013
980,1748508089,441629000,PositionalError,11.134,5.941,25.374
981,1748508089,446448000,PositionalError,10.347,5.320,25.418
982,1748508089,451304000,PositionalError,9.491,5.517,25.467
983,1748508089,456298000,PositionalError,10.817,4.184,25.399
984,1748508089,462218000,PositionalError,9.983,5.700,25.441
985,1748508089,466949000,PositionalError,10.913,5.175,25.143
986,1748508089,471712000,PositionalError,8.541,4.848,24.897
987,1748508089,476414000,ForceSpike,18.139,4.730,24.847
987,1748508089,476414000,PositionalError,18.139,4.730,24.847
988,1748508089,481288000,PositionalError,10.759,4.068,25.334
989,1748508089,487153000,PositionalError,8.160,5.506,25.031
990,1748508089,491475000,ForceSpike,20.702,4.286,24.656
990,1748508089,491475000,PositionalError,20.702,4.286,24.656
991,1748508089,496348000,PositionalError,11.150,4.512,24.625
992,1748508089,502174000,PositionalError,9.375,4.437,24.599
993,1748508089,506988000,PositionalError,10.451,4.690,24.684
994,1748508089,511646000,TempSpike,10.786,4.774,35.599
994,1748508089,511646000,PositionalError,10.786,4.774,35.599
995,1748508089,516452000,PositionalError,11.309,4.019,25.207
996,1748508089,521232000,PositionalError,8.173,5.058,24.592
997,1748508089,527019000,PositionalError,9.592,5.059,25.098
998,1748508089,531800000,PositionalError,9.108,4.643,25.164
999,1748508089,536537000,TempSpike,9.147,4.692,35.517
999,1748508089,536537000,PositionalError,9.147,4.692,35.517
1000,1748508089,541337000,PositionalError,8.342,5.238,24.729
1001,1748508089,547117000,PositionalError,9.653,4.979,24.944
1002,1748508089,551825000,PositionalError,9.644,4.641,24.510
1003,1748508089,556571000,ForceSpike,19.964,5.491,24.675
1003,1748508089,556571000,PositionalError,19.964,5.491,24.675
1004,1748508089,561983000,PositionalError,11.971,4.443,25.263
1006,1748508089,571420000,ForceSpike,18.593,4.122,24.812
1006,1748508089,571420000,PositionalError,18.593,4.122,24.812
1007,1748508089,576291000,PositionalError,9.641,4.469,24.506
1008,1748508089,582114000,PositionalError,10.595,4.934,24.770
1009,1748508089,586836000,PositionalError,8.530,4.358,25.338
1010,1748508089,591479000,PositionalError,9.926,5.600,25.220
1011,1748508089,597311000,PositionalError,10.322,4.954,24.560
1012,1748508089,601964000,ForceSpike,19.836,4.785,25.315
1012,1748508089,601964000,PositionalError,19.836,4.785,25.315
1013,1748508089,606825000,PositionalError,8.533,5.893,24.707
1014,1748508089,611579000,TempSpike,11.715,4.998,31.359
1014,1748508089,611579000,PositionalError,11.715,4.998,31.359
1015,1748508089,616586000,PositionalError,10.202,4.291,24.983
1016,1748508089,621304000,TempSpike,9.475,4.451,34.071
1016,1748508089,621304000,PositionalError,9.475,4.451,34.071
1017,1748508089,627299000,PositionalError,9.043,4.683,25.394
1018,1748508089,632076000,PositionalError,8.809,4.238,25.086
1020,1748508089,641328000,PositionalError,11.105,4.659,24.894
1021,1748508089,647165000,PositionalError,11.915,4.188,24.799
1022,1748508089,652024000,PositionalError,9.683,5.865,25.404
1023,1748508089,656780000,ForceSpike,20.130,5.142,25.464
1023,1748508089,656780000,PositionalError,20.130,5.142,25.464
1024,1748508089,661775000,ForceSpike,19.091,4.310,25.053
1024,1748508089,661775000,PositionalError,19.091,4.310,25.053
1025,1748508089,666661000,ForceSpike,16.114,4.044,24.538
1025,1748508089,666661000,PositionalError,16.114,4.044,24.538
1027,1748508089,677284000,PositionalError,11.462,5.198,24.571
1028,1748508089,681990000,PositionalError,11.006,5.016,25.404
1029,1748508089,686642000,ForceSpike,16.863,5.847,25.040
1029,1748508089,686642000,PositionalError,16.863,5.847,25.040
1030,1748508089,691470000,PositionalError,11.842,4.734,24.610
1031,1748508089,697320000,PositionalError,10.953,5.347,25.023
1032,1748508089,701819000,PositionalError,8.488,4.618,25.139
1033,1748508089,706543000,PositionalError,10.199,4.705,25.017
1034,1748508089,711317000,PositionalError,11.241,5.612,24.518
1035,1748508089,717225000,PositionalError,9.960,4.424,24.506
1036,1748508089,721996000,PositionalError,9.363,4.911,25.455
1037,1748508089,726746000,PositionalError,11.589,5.451,24.917
1038,1748508089,731529000,PositionalError,11.398,5.921,25.270
1039,1748508089,736305000,PositionalError,9.050,5.884,24.883
1040,1748508089,742105000,PositionalError,9.361,4.849,24.670
1041,1748508089,746865000,PositionalError,9.261,4.491,25.068
1043,1748508089,756287000,PositionalError,9.281,4.948,24.722
1044,1748508089,762221000,PositionalError,11.905,5.081,25.467
1045,1748508089,767049000,PositionalError,9.126,4.381,24.846
1046,1748508089,771479000,PositionalError,10.055,4.517,25.029
1047,1748508089,776314000,PositionalError,10.907,4.756,24.900
1049,1748508089,786903000,PositionalError,10.606,5.267,25.459
1050,1748508089,791632000,PositionalError,9.316,5.149,25.036
1051,1748508089,796447000,PositionalError,9.039,4.780,24.908
1052,1748508089,802318000,PositionalError,9.103,5.028,25.313
1053,1748508089,807034000,PositionalError,11.812,5.156,24.728
1054,1748508089,811814000,PositionalError,10.435,4.414,25.251
1055,1748508089,816542000,PositionalError,9.673,5.009,25.488
1057,1748508089,827024000,TempSpike,8.516,4.305,34.698
1057,1748508089,827024000,PositionalError,8.516,4.305,34.698
1058,1748508089,832217000,PositionalError,8.201,4.075,24.535
1059,1748508089,836954000,TempSpike,10.953,4.788,33.519
1059,1748508089,836954000,PositionalError,10.953,4.788,33.519
1060,1748508089,841825000,PositionalError,11.438,5.985,24.513
1061,1748508089,846577000,PositionalError,9.998,5.720,25.292
1062,1748508089,851326000,ForceSpike,18.075,5.205,24.673
1062,1748508089,851326000,PositionalError,18.075,5.205,24.673
1063,1748508089,857237000,PositionalError,9.531,5.983,25.131
1064,1748508089,862011000,PositionalError,9.932,5.912,25.495
1065,1748508089,867025000,PositionalError,9.095,5.094,24.948
1066,1748508089,871767000,PositionalError,8.465,5.839,24.739
1067,1748508089,876478000,ForceSpike,16.796,5.805,25.471
1067,1748508089,876478000,PositionalError,16.796,5.805,25.471
1068,1748508089,881383000,PositionalError,9.050,4.396,24.973
1069,1748508089,887275000,PositionalError,8.856,4.566,24.687
1070,1748508089,891993000,PositionalError,8.110,5.365,25.238
1071,1748508089,896706000,TempSpike,11.509,4.316,34.247
1071,1748508089,896706000,PositionalError,11.509,4.316,34.247
1072,1748508089,901616000,PositionalError,8.841,4.669,24.677
1073,1748508089,906341000,PositionalError,11.764,4.530,25.252
1074,1748508089,912076000,PositionalError,10.193,4.544,25.447
1075,1748508089,916914000,PositionalError,10.683,4.030,24.804
1077,1748508089,926281000,PositionalError,9.373,4.201,25.415
1079,1748508089,937229000,PositionalError,10.608,4.804,24.881
1080,1748508089,941996000,PositionalError,11.502,4.661,25.165
1081,1748508089,946723000,TempSpike,8.424,5.229,35.287
1081,1748508089,946723000,PositionalError,8.424,5.229,35.287
1082,1748508089,951629000,PositionalError,10.175,4.185,24.648
1083,1748508089,956405000,PositionalError,8.625,5.015,25.109
1084,1748508089,962258000,PositionalError,10.868,5.900,24.849
1085,1748508089,967104000,PositionalError,9.838,4.046,25.012
1087,1748508089,976450000,PositionalError,8.944,4.697,25.125
1088,1748508089,982280000,PositionalError,9.912,5.399,24.534
1089,1748508089,985865000,PositionalError,8.157,4.741,24.545
1090,1748508089,991685000,PositionalError,8.885,5.285,25.455
1091,1748508089,996378000,PositionalError,10.630,4.601,25.094
1092,1748508090,2210000,TempSpike,10.690,4.274,31.416
1092,1748508090,2210000,PositionalError,10.690,4.274,31.416
1093,1748508090,7064000,PositionalError,11.927,5.328,25.480
1094,1748508090,11775000,TempSpike,10.427,5.458,34.984
1094,1748508090,11775000,PositionalError,10.427,5.458,34.984
1095,1748508090,16600000,PositionalError,10.564,5.781,25.311
1096,1748508090,21364000,PositionalError,10.738,5.424,24.878
1097,1748508090,27135000,PositionalError,8.688,4.600,24.943
1098,1748508090,31838000,PositionalError,8.181,4.058,25.219
1100,1748508090,42282000,PositionalError,8.951,4.428,25.389
1101,1748508090,47159000,PositionalError,10.228,5.547,25.315
1102,1748508090,51962000,PositionalError,10.322,5.315,25.428
1103,1748508090,56745000,TempSpike,8.486,4.936,33.988
1103,1748508090,56745000,PositionalError,8.486,4.936,33.988
1104,1748508090,61663000,PositionalError,10.275,4.549,25.040
1105,1748508090,66402000,PositionalError,8.470,5.684,25.447
1106,1748508090,71322000,PositionalError,10.148,4.353,24.660
1107,1748508090,77144000,PositionalError,11.218,4.881,25.238
1108,1748508090,81882000,PositionalError,8.578,5.926,25.474
1109,1748508090,86616000,PositionalError,11.481,5.742,25.034
1111,1748508090,97069000,PositionalError,11.967,5.624,25.431
1112,1748508090,101733000,PositionalError,8.823,5.930,25.142
1113,1748508090,106461000,PositionalError,10.929,5.812,24.611
1114,1748508090,112243000,PositionalError,9.638,4.085,24.569
1115,1748508090,117027000,PositionalError,8.594,5.513,24.815
1116,1748508090,121779000,PositionalError,11.193,5.215,24.528
1117,1748508090,126488000,PositionalError,11.140,4.484,24.701
1118,1748508090,131252000,PositionalError,8.013,4.477,25.222
1119,1748508090,137131000,PositionalError,11.539,5.727,25.320
1120,1748508090,141890000,PositionalError,10.761,4.698,24.910
1121,1748508090,146485000,PositionalError,10.362,5.234,24.675
1122,1748508090,151319000,PositionalError,10.731,5.954,25.290
1124,1748508090,161925000,PositionalError,8.133,5.571,25.293
1125,1748508090,166792000,PositionalError,8.338,5.861,25.177
1126,1748508090,171976000,ForceSpike,18.709,5.985,25.067
1126,1748508090,171976000,PositionalError,18.709,5.985,25.067
1127,1748508090,176874000,PositionalError,10.245,4.474,24.568
1128,1748508090,181252000,PositionalError,8.918,4.083,24.792
1129,1748508090,187228000,PositionalError,9.128,4.189,24.510
1130,1748508090,191977000,PositionalError,10.604,5.276,24.599
1131,1748508090,196722000,PositionalError,8.490,4.789,25.245
1132,1748508090,201859000,PositionalError,9.186,4.394,25.234
1133,1748508090,206632000,PositionalError,10.183,4.089,25.202
1134,1748508090,211413000,PositionalError,11.392,5.895,24.914
1135,1748508090,217329000,PositionalError,9.086,5.152,25.438
1136,1748508090,222055000,PositionalError,11.204,5.439,24.853
1138,1748508090,232118000,PositionalError,9.364,4.110,24.707
1139,1748508090,237161000,PositionalError,9.265,5.224,25.320
1141,1748508090,246634000,TempSpike,8.061,4.022,35.300
1141,1748508090,246634000,PositionalError,8.061,4.022,35.300
1142,1748508090,251571000,PositionalError,11.633,4.392,24.762
1143,1748508090,256378000,ForceSpike,19.251,4.801,24.959
1143,1748508090,256378000,PositionalError,19.251,4.801,24.959
1144,1748508090,261385000,PositionalError,11.012,5.774,25.000
1145,1748508090,267315000,PositionalError,11.468,5.771,25.275
1146,1748508090,272128000,PositionalError,10.276,4.367,25.206
1147,1748508090,276213000,PositionalError,8.336,4.262,25.153
1148,1748508090,282088000,PositionalError,11.532,4.963,24.659
1149,1748508090,286764000,PositionalError,11.263,4.480,25.430
1150,1748508090,291527000,PositionalError,9.918,5.667,24.819
1151,1748508090,296264000,PositionalError,10.157,5.536,24.577
1152,1748508090,302117000,PositionalError,10.710,5.496,24.931
1153,1748508090,305735000,PositionalError,8.339,5.535,24.559
1154,1748508090,311588000,PositionalError,10.275,5.957,25.416
1155,1748508090,316318000,TempSpike,8.791,4.511,34.485
1155,1748508090,316318000,PositionalError,8.791,4.511,34.485
1156,1748508090,321247000,PositionalError,9.906,5.940,25.296
1157,1748508090,327140000,PositionalError,10.303,4.397,24.804
1158,1748508090,331162000,TempSpike,8.629,5.624,34.658
1158,1748508090,331162000,PositionalError,8.629,5.624,34.658
1159,1748508090,337240000,PositionalError,10.367,4.433,25.204
1160,1748508090,342008000,PositionalError,8.924,5.459,24.910
1162,1748508090,351453000,PositionalError,8.375,4.248,24.919
1164,1748508090,361765000,PositionalError,8.551,4.970,24.984
1165,1748508090,366645000,PositionalError,10.864,4.310,24.789
1166,1748508090,371474000,PositionalError,10.176,4.836,25.098
1167,1748508090,376456000,PositionalError,8.007,4.173,24.615
1168,1748508090,381435000,PositionalError,10.602,4.086,24.984
1169,1748508090,387308000,ForceSpike,19.764,4.561,25.012
1169,1748508090,387308000,PositionalError,19.764,4.561,25.012
1170,1748508090,392184000,PositionalError,8.721,4.496,24.877
1171,1748508090,396485000,PositionalError,9.838,4.060,24.980
1172,1748508090,401297000,PositionalError,11.169,5.270,24.533
1173,1748508090,407148000,PositionalError,10.590,5.104,25.054
1174,1748508090,411917000,TempSpike,10.636,4.761,31.938
1174,1748508090,411917000,PositionalError,10.636,4.761,31.938
1175,1748508090,416844000,PositionalError,9.313,5.990,24.932
1176,1748508090,421659000,PositionalError,10.368,5.274,25.451
1179,1748508090,437026000,PositionalError,10.971,5.238,25.070
1180,1748508090,441766000,PositionalError,11.887,4.083,24.759
1181,1748508090,446479000,TempSpike,10.577,5.177,32.978
1181,1748508090,446479000,PositionalError,10.577,5.177,32.978
1182,1748508090,451303000,PositionalError,9.821,4.692,24.953
1183,1748508090,457234000,ForceSpike,19.067,4.208,24.672
1183,1748508090,457234000,PositionalError,19.067,4.208,24.672
1184,1748508090,462105000,PositionalError,8.922,5.112,24.622
1185,1748508090,466816000,PositionalError,11.026,5.032,25.030
1186,1748508090,471577000,PositionalError,11.053,4.604,24.919
1188,1748508090,481311000,PositionalError,11.367,5.997,24.827
1189,1748508090,487147000,TempSpike,11.028,5.487,31.499
1189,1748508090,487147000,PositionalError,11.028,5.487,31.499
1190,1748508090,491968000,PositionalError,10.792,5.992,25.345
1191,1748508090,496710000,PositionalError,8.257,5.563,25.332
1192,1748508090,501528000,TempSpike,10.336,4.932,31.556
1192,1748508090,501528000,PositionalError,10.336,4.932,31.556
1193,1748508090,506400000,PositionalError,8.726,5.697,25.175
1194,1748508090,512192000,ForceSpike,20.264,4.561,25.248
1194,1748508090,512192000,PositionalError,20.264,4.561,25.248
1195,1748508090,517064000,PositionalError,11.470,4.699,25.017
1196,1748508090,521558000,PositionalError,8.728,4.707,24.699
1197,1748508090,526362000,PositionalError,9.490,5.745,24.959
1198,1748508090,531982000,PositionalError,10.972,5.536,25.000
